	lexeme	ai1P	ai1S	ai2P	ai2S	ai3P	ai3S	fi1P	fi1S	fi2P	fi2S	fi3P	fi3S	ii1P	ii1S	ii2P	ii2S	ii3P	ii3S	inf	is1P	is1S	is2P	is2S	is3P	is3S	pI1P	pI2P	pI2S	pP	pc1P	pc1S	pc2P	pc2S	pc3P	pc3S	pi1P	pi1S	pi2P	pi2S	pi3P	pi3S	ppFP	ppFS	ppMP	ppMS	ps1P	ps1S	ps2P	ps2S	ps3P	ps3S	freqLexeme
5702	stimuler						1.0	2.0	2.0	1.0		5.0	43.0	2.0	2.0	4.0	1.0	1.0	26.0	571.0							3.0	26.0	16.0	71.0		2.0			3.0	20.0	6.0	30.0	4.0	7.0	66.0	325.0	16.0	46.0	44.0	169.0							1515.0
5703	stipendier																																													1.0							1.0
5704	stipuler						1.0	1.0	5.0				6.0	1.0	1.0	1.0		2.0	63.0	27.0								5.0	9.0	57.0			1.0			2.0	5.0	1.0	8.0	1.0	58.0	425.0	8.0	6.0	6.0	121.0							821.0
5705	stocker					1.0		3.0	4.0	1.0	1.0	1.0	9.0	1.0	9.0	5.0		15.0	60.0	594.0							1.0	38.0	6.0	14.0						3.0	20.0	36.0	32.0	17.0	94.0	196.0	131.0	100.0	190.0	267.0				1.0			1850.0
5706	stopper	1.0	1.0			5.0	9.0	15.0	8.0	7.0	4.0	20.0	67.0	7.0	1.0	10.0	3.0	2.0	9.0	2534.0							25.0	364.0	113.0	25.0	1.0	7.0		1.0	4.0	20.0	30.0	37.0	27.0	17.0	28.0	205.0	23.0	152.0	75.0	773.0		1.0					4631.0
5707	stranguler						1.0																															1.0					2.0										4.0
5708	stratifier																		1.0																							1.0	1.0	1.0	2.0								6.0
5709	stresser								2.0		3.0		5.0		11.0	2.0	7.0	4.0	40.0	402.0								21.0	145.0	34.0		4.0		3.0		9.0		233.0	42.0	191.0	47.0	360.0	27.0	1117.0	205.0	1663.0				2.0			4579.0
5710	striduler																		1.0																						1.0	2.0											4.0
5711	strier																	2.0										1.0		1.0											3.0	1.0	6.0	4.0	3.0	4.0							25.0
5712	stripper														1.0					5.0																								2.0		2.0							10.0
5713	structurer																	1.0	1.0	49.0									1.0	2.0								1.0		2.0	6.0	26.0	8.0	12.0	4.0	36.0				5.0			154.0
5714	stupéfaire																			1.0																																	1.0
5715	stupéfier						5.0	1.0	1.0		1.0	3.0	3.0					1.0	3.0	28.0								4.0	1.0	18.0						3.0		1.0	15.0	4.0	5.0	41.0	1.0	15.0	20.0	71.0							245.0
5716	styler																			1.0								1.0	8.0	1.0										1.0	1.0	95.0	6.0	16.0	5.0	51.0							186.0
5717	styliser																			7.0										1.0								3.0		2.0		1.0	2.0	14.0	5.0	26.0							61.0
5718	sténographier																			5.0																		1.0				1.0		2.0		1.0							10.0
5719	stérer																																									2.0											2.0
5720	stériliser								1.0				6.0	2.0	1.0	1.0		5.0	3.0	216.0							2.0	20.0	7.0	6.0						1.0	2.0	19.0	6.0	5.0	8.0	33.0	14.0	20.0	29.0	88.0							495.0
5721	stéréotyper																			7.0									2.0									1.0				4.0	6.0	4.0	2.0	13.0				1.0			40.0
5722	subdiviser																			2.0																				1.0	1.0	2.0	1.0	8.0		2.0							17.0
5723	subir					14.0		29.0	54.0	157.0	78.0	67.0	211.0	11.0	16.0	24.0	9.0	24.0	120.0	3993.0					1.0		6.0	29.0	11.0	40.0	3.0	13.0	9.0	6.0	12.0	34.0	100.0	204.0	84.0	106.0	317.0	647.0	160.0	134.0	155.0	3601.0		15.0		28.0		105.0	10627.0
5724	subjectiver																												1.0															1.0									2.0
5725	subjuguer						3.0		4.0									2.0	5.0	37.0								1.0	2.0									3.0	3.0	2.0	2.0	10.0	3.0	36.0	33.0	84.0							230.0
5726	sublimer							1.0					3.0		3.0			1.0	1.0	47.0							1.0	1.0	6.0	5.0					1.0			1.0	1.0	3.0	2.0	14.0	5.0	11.0	2.0	22.0						3.0	134.0
5727	submerger					2.0	12.0	1.0				3.0	12.0					4.0	10.0	192.0							2.0	5.0	5.0	8.0					1.0	4.0	2.0	4.0	3.0	4.0	43.0	115.0	28.0	267.0	153.0	490.0							1370.0
5728	subodorer														1.0	1.0			1.0	3.0										1.0								14.0	2.0	1.0		3.0				3.0							30.0
5729	subordonner								1.0											12.0										1.0								1.0				2.0		13.0	7.0	17.0							54.0
5730	suborner				1.0									1.0						19.0							1.0			2.0		1.0							1.0			2.0		1.0	2.0	14.0							45.0
5731	subroger																			2.0																								1.0									3.0
5732	subsidier																		1.0	1.0																										3.0							5.0
5733	subsister					1.0	3.0					10.0	34.0					9.0	15.0	111.0						1.0			3.0	4.0		1.0				6.0	4.0	6.0		1.0	76.0	215.0				15.0							515.0
5734	substanter																																					1.0															1.0
5735	substituer		1.0					1.0		2.0			2.0		1.0	2.0		4.0	6.0	109.0								5.0	4.0	14.0			1.0				1.0		3.0	3.0	9.0	26.0	2.0	9.0	3.0	47.0							255.0
5736	subsumer																			1.0																						1.0		1.0		2.0							5.0
5737	subtiliser						1.0		1.0									1.0	4.0	49.0								2.0	1.0	7.0						1.0	1.0	2.0			2.0	10.0	3.0	12.0	6.0	75.0							178.0
5738	subvenir							2.0	14.0	1.0	4.0	1.0	14.0		3.0	1.0			19.0	472.0								3.0	1.0	5.0		1.0		2.0	1.0	8.0	2.0	19.0	7.0	8.0	16.0	44.0		1.0		36.0		5.0				5.0	695.0
5739	subventionner							1.0	1.0			1.0	5.0			1.0		1.0	3.0	78.0							1.0	1.0	2.0	2.0								3.0	1.0	1.0	12.0	42.0	9.0	14.0	16.0	51.0							246.0
5740	subvertir																			7.0																			1.0		4.0	4.0		2.0	1.0	4.0							23.0
5741	succomber					4.0	31.0	3.0	16.0	12.0	7.0	13.0	30.0		3.0	3.0	1.0	7.0	4.0	336.0							1.0	15.0	7.0	18.0		5.0	2.0	1.0	1.0	9.0	7.0	31.0	8.0	13.0	53.0	137.0	1.0		2.0	466.0							1247.0
5742	succéder					17.0	26.0	2.0	9.0	5.0	13.0	20.0	52.0		1.0	7.0		28.0	7.0	331.0								1.0	1.0	21.0		1.0	2.0	1.0		11.0	1.0	16.0	4.0	13.0	103.0	96.0	9.0	1.0	15.0	95.0				1.0			910.0
5743	sucer		2.0			7.0	3.0	2.0	63.0	2.0	35.0	8.0	46.0		47.0	10.0	46.0	10.0	102.0	2637.0						1.0	4.0	93.0	958.0	122.0		35.0	3.0	14.0	7.0	25.0	1.0	292.0	45.0	287.0	162.0	721.0	21.0	25.0	28.0	648.0		1.0		19.0	1.0		6533.0
5744	sucrer								1.0			1.0	1.0		1.0		1.0	1.0	9.0	84.0								2.0	8.0	1.0								11.0	8.0	10.0	9.0	58.0	36.0	68.0	25.0	269.0							604.0
5745	suer				12.0		19.0	1.0	7.0		4.0	1.0	6.0		21.0	2.0	6.0	3.0	23.0	613.0								8.0	41.0	27.0		1.0	1.0	2.0			5.0	133.0	40.0	80.0	48.0	130.0	1.0	2.0	1.0	167.0						14.0	1419.0
5746	suffire					12.0	55.0	7.0	14.0	2.0	5.0	498.0	3403.0	3.0	25.0	3.0	7.0	135.0	1708.0	1595.0		1.0			1.0	27.0	1.0	1.0	8.0	74.0		3.0	1.0		170.0	1075.0	7.0	89.0	5.0	41.0	870.0	42230.0			7.0	1195.0		4.0				209.0	53491.0
5747	suffoquer							1.0	2.0	5.0	1.0	4.0	10.0		24.0	1.0	7.0	1.0	32.0	258.0								3.0	15.0	21.0		4.0	1.0	3.0		5.0	3.0	75.0	9.0	15.0	13.0	153.0	1.0	9.0	2.0	66.0							744.0
5748	suggestionner																			1.0										1.0									1.0							1.0							4.0
5749	suggérer		5.0			4.0	38.0	2.0	18.0	7.0		2.0	10.0	4.0	98.0	34.0	8.0	23.0	110.0	1781.0							5.0	660.0	130.0	268.0		73.0	21.0	3.0	3.0	53.0	65.0	4029.0	768.0	792.0	673.0	2029.0	21.0	85.0	18.0	2311.0		1.0					14152.0
5750	suicider					2.0	36.0	2.0	73.0	7.0	14.0	4.0	37.0	1.0	16.0	10.0	4.0	9.0	37.0	3540.0							5.0	20.0	58.0			47.0	1.0	10.0	5.0	46.0	3.0	153.0	25.0	57.0	197.0	902.0	33.0	1252.0	167.0	2349.0		2.0		1.0		1.0	9126.0
5751	suiffer																																													1.0							1.0
5752	suinter												2.0					4.0	15.0	31.0									7.0	11.0					1.0	1.0	2.0	3.0	1.0	5.0	29.0	122.0				9.0							243.0
5753	suivre	6.0	34.0		2.0	160.0	313.0	319.0	1075.0	278.0	238.0	916.0	1366.0	113.0	851.0	525.0	297.0	460.0	1919.0	27444.0							633.0	12112.0	946.0	1606.0	3.0	301.0	33.0	89.0	125.0	302.0	707.0	834976.0	2789.0		3058.0	8819.0	303.0	2679.0	1530.0	12643.0		279.0	4.0	275.0	2.0	787.0	921317.0
5754	sulfater																			11.0									1.0										1.0	2.0		6.0			1.0	1.0							23.0
5755	sulfoner			1.0																																																	1.0
5756	sulfurer																												1.0													1.0				3.0							5.0
5757	sulfuriser																																													3.0							3.0
5758	superposer					1.0						1.0	2.0	1.0	1.0			3.0	3.0	34.0							1.0	5.0	13.0	12.0								8.0	3.0	9.0	22.0	25.0	11.0	8.0	33.0	54.0							250.0
5759	superviser						4.0	4.0	61.0	27.0	12.0	9.0	74.0	1.0	37.0	33.0	4.0	8.0	73.0	668.0								15.0	15.0	21.0		2.0	2.0	2.0	1.0	4.0	13.0	189.0	38.0	50.0	25.0	253.0	28.0	69.0	28.0	256.0							2026.0
5760	supplanter						1.0					2.0	5.0						4.0	50.0									1.0	3.0								1.0	1.0		5.0	36.0	2.0	8.0	2.0	42.0							163.0
5761	supplicier									1.0										7.0																						1.0		2.0	1.0	4.0							16.0
5762	supplier	1.0	5.0			5.0	47.0	5.0	112.0	58.0	137.0	39.0	91.0		81.0	9.0	55.0	49.0	241.0	1868.0							5.0	59.0	267.0	285.0		14.0	7.0	10.0	4.0	19.0	92.0	7505.0	67.0	196.0	127.0	554.0	4.0	432.0	89.0	1824.0		5.0		1.0			14369.0
5763	suppléer												1.0						1.0	17.0										10.0								2.0	2.0			6.0				1.0							40.0
5764	supplémenter						1.0																																			1.0											2.0
5765	supporter		6.0			2.0	9.0	33.0	611.0	53.0	85.0	55.0	368.0	5.0	448.0	81.0	75.0	69.0	497.0	9194.0							6.0	57.0	145.0	91.0	3.0	464.0	30.0	73.0	41.0	237.0	58.0	1750.0	377.0	813.0	550.0	3841.0	11.0	66.0	26.0	1301.0		4.0	1.0	2.0		3.0	21541.0
5766	supposer		4.0			3.0	5.0	11.0	20.0	1.0	1.0	9.0	20.0	27.0	172.0	22.0	11.0	13.0	74.0	1789.0							1453.0	346.0	90.0	989.0		17.0	4.0	4.0	5.0	32.0	163.0	41229.0	252.0	285.0	89.0	1120.0	245.0	2003.0	1230.0	7867.0							59605.0
5767	supprimer					1.0	6.0	9.0	30.0	2.0	4.0	8.0	49.0	1.0	10.0	16.0	1.0	7.0	24.0	2124.0						1.0	41.0	138.0	139.0	104.0		13.0	1.0	2.0	5.0	21.0	20.0	114.0	50.0	48.0	64.0	345.0	98.0	190.0	203.0	989.0	1.0						4879.0
5768	suppurer																	1.0	2.0	10.0										1.0								1.0			6.0	20.0		1.0									42.0
5769	supputer														1.0				1.0	9.0									2.0									5.0	2.0	1.0		3.0				3.0							27.0
5770	surabonder																																									1.0											1.0
5771	suractiver																			1.0																																	1.0
5772	suralimenter																	1.0		7.0								1.0										1.0		1.0		1.0		1.0	3.0	9.0							25.0
5773	surarmer																																											3.0	15.0	5.0							23.0
5774	surbaisser																			1.0																								1.0		1.0							3.0
5775	surcadencer																			1.0																																	1.0
5776	surcharger						1.0		1.0				7.0			1.0			6.0	168.0							2.0	10.0	18.0	9.0						3.0	4.0	7.0	10.0	9.0	11.0	57.0	37.0	107.0	109.0	343.0				1.0			921.0
5777	surchauffer					1.0						5.0	2.0			1.0			4.0	86.0									8.0	2.0					2.0	1.0	3.0	6.0	7.0	5.0	15.0	90.0	4.0	25.0	7.0	91.0							365.0
5778	surclasser										1.0				1.0			1.0	2.0	37.0								3.0		1.0			1.0			1.0	1.0	13.0	2.0	5.0	5.0	20.0	5.0	18.0	9.0	42.0							168.0
5779	surcompenser														5.0		2.0		4.0	24.0																		5.0	4.0	15.0	1.0	13.0		1.0		10.0							84.0
5780	surcomprimer																			1.0																								1.0	1.0								3.0
5781	surconsommer																																													2.0							2.0
5782	surcontrer																																									1.0											1.0
5783	surcouper																																													1.0							1.0
5784	surdoser																		1.0	7.0																1.0			1.0		1.0		2.0	2.0	1.0	8.0							24.0
5785	surenchérir							1.0	2.0			1.0	2.0		1.0		1.0	3.0	4.0	95.0								3.0	3.0	2.0								17.0	7.0	1.0	3.0	25.0		2.0	6.0	57.0				3.0		4.0	243.0
5786	surentraîner																																							1.0			1.0	2.0	13.0	3.0							20.0
5787	surestimer														3.0	6.0		1.0	4.0	51.0							2.0	21.0	35.0	1.0							1.0	10.0	124.0	97.0	15.0	64.0	12.0	85.0	39.0	278.0							849.0
5788	surexciter																			3.0								1.0		2.0									1.0	2.0	1.0	9.0	12.0	129.0	72.0	233.0							465.0
5789	surexploiter																		1.0	4.0										2.0											1.0	1.0	5.0	2.0	3.0	10.0							29.0
5790	surexposer																			4.0																		2.0				1.0	4.0	17.0	3.0	17.0							48.0
5791	surfacer																			4.0																				1.0		26.0				2.0							33.0
5792	surfacturer														1.0	1.0		1.0		13.0										1.0							1.0	3.0		1.0	4.0	5.0	2.0	2.0	6.0	29.0							70.0
5793	surfaire																			1.0																							7.0	50.0	14.0								72.0
5794	surfer						2.0	1.0	7.0	4.0	4.0		13.0	2.0	42.0	6.0	11.0	8.0	47.0	1036.0							5.0	5.0	25.0	58.0		4.0				1.0	2.0	63.0	38.0	76.0	29.0	140.0		4.0		123.0							1756.0
5795	surfiler																																				1.0									1.0							2.0
5796	surgeler																			5.0								1.0		1.0												2.0	14.0	10.0	15.0	13.0							61.0
5797	surgir					24.0	11.0	2.0	9.0	3.0	1.0	30.0	63.0		5.0	4.0	3.0	18.0	32.0	473.0						2.0		9.0	11.0	62.0		3.0				10.0	5.0	17.0	16.0	25.0	229.0	537.0	5.0	21.0	9.0	744.0		1.0		3.0		41.0	2428.0
5798	surimposer																												1.0																	1.0							2.0
5799	suriner						1.0		1.0									1.0		16.0																1.0		4.0						1.0		14.0							39.0
5800	surinformer																			1.0																																	1.0
5801	surinvestir																																																			1.0	1.0
5802	surir												2.0							3.0																				1.0						11.0							17.0
5803	surjouer																			13.0																																	13.0
5804	surligner								1.0						1.0	1.0			2.0	27.0									1.0	3.0								3.0	1.0	3.0	2.0	5.0	16.0	32.0	15.0	99.0							212.0
5805	surmener														1.0			1.0	3.0	54.0								4.0	17.0	1.0							1.0	8.0	11.0	15.0	2.0	24.0	2.0	54.0	24.0	127.0							349.0
5806	surmonter		1.0			2.0	7.0	43.0	27.0	33.0	38.0	5.0	121.0	2.0	5.0	5.0		4.0	7.0	2567.0							6.0	24.0	59.0	28.0		7.0	3.0	1.0	3.0	7.0	9.0	30.0	17.0	48.0	35.0	141.0	38.0	38.0	37.0	699.0					1.0		4098.0
5807	surmultiplier																																										1.0	2.0		3.0							6.0
5808	surmédicaliser																																								2.0			2.0	1.0	1.0							6.0
5809	surnager									1.0	1.0							1.0		7.0																	1.0		1.0	1.0	3.0	13.0				1.0							30.0
5810	surnommer					3.0	13.0					1.0	2.0	4.0	11.0	2.0	3.0	28.0	165.0	53.0								1.0	1.0	5.0			1.0	1.0	1.0	4.0	5.0	41.0	15.0	7.0	82.0	437.0	1.0	140.0	57.0	566.0							1650.0
5811	suroxyder																																													1.0							1.0
5812	surpasser		1.0				13.0	6.0	13.0	4.0	9.0	10.0	39.0		4.0	6.0	1.0	7.0	42.0	661.0						1.0	1.0	15.0	33.0	35.0	1.0	4.0	2.0		1.0	14.0	16.0	46.0	24.0	44.0	109.0	406.0	8.0	179.0	97.0	452.0							2304.0
5813	surpayer											1.0							1.0	10.0																	1.0		1.0		1.0	6.0	3.0	16.0	35.0	52.0							127.0
5814	surpeupler																			4.0																																	4.0
5815	surpiquer																			1.0																		1.0								1.0							3.0
5816	surplomber						1.0	1.0	1.0			1.0	2.0		1.0				21.0	7.0									2.0	84.0					2.0		2.0	3.0	1.0		13.0	103.0	1.0	1.0	1.0	4.0							252.0
5817	surprendre		11.0		9.0	6.0	59.0	15.0	36.0	17.0	41.0	30.0	220.0		36.0	8.0	4.0	11.0	74.0	2973.0							12.0	94.0	228.0	466.0		13.0	4.0	11.0	10.0	278.0	6.0	251.0	217.0	252.0	131.0	2204.0	94.0	3940.0	1666.0	8180.0		26.0		21.0		154.0	21808.0
5818	surproduire																			4.0										1.0							1.0				1.0		1.0	1.0		4.0							13.0
5819	surprotéger														3.0	2.0			1.0	5.0									1.0	1.0							1.0	7.0	2.0	1.0	2.0	7.0				8.0							41.0
5820	surréagir																			6.0																																	6.0
5821	sursaturer																																											1.0									1.0
5822	sursauter						2.0			1.0	1.0		5.0		2.0	1.0		2.0	6.0	260.0								1.0	9.0	2.0		1.0				3.0		18.0	8.0	18.0	21.0	53.0		1.0	1.0	105.0							521.0
5823	surseoir						6.0													21.0									1.0									2.0				3.0			2.0	21.0							56.0
5824	sursignifier																													1.0																							1.0
5825	surtaxer																			3.0																					3.0	7.0	1.0		10.0	16.0							40.0
5826	survaloriser																																													2.0							2.0
5827	surveiller	2.0	2.0	1.0		4.0	4.0	86.0	426.0	61.0	44.0	69.0	318.0	21.0	288.0	133.0	122.0	218.0	798.0	9698.0							79.0	2495.0	3429.0	192.0		76.0	4.0	14.0	15.0	42.0	256.0	1730.0	410.0	947.0	1248.0	3710.0	165.0	867.0	468.0	1586.0	2.0	1.0		10.0	1.0	9.0	30051.0
5828	survendre																			2.0									1.0											2.0						8.0							13.0
5829	survenir					8.0	128.0					8.0	33.0					9.0	23.0	160.0										27.0					6.0	13.0		2.0	1.0		103.0	282.0	43.0	148.0	116.0	281.0						47.0	1438.0
5830	survirer		2.0		1.0		6.0													2.0									4.0									2.0			1.0	25.0											43.0
5831	survivre	2.0	60.0			45.0	93.0	187.0	647.0	252.0	306.0	313.0	1347.0	22.0	22.0	43.0	12.0	41.0	78.0	9656.0						1.0	3.0	19.0	41.0	333.0	9.0	133.0	22.0	57.0	63.0	290.0	124.0	272.0	145.0	187.0	704.0	1223.0				7261.0		39.0		46.0		489.0	24587.0
5832	survoler		1.0			3.0	9.0	16.0	7.0	7.0	2.0	7.0	44.0	6.0	18.0	7.0		12.0	58.0	284.0							8.0	25.0	15.0	67.0		2.0	1.0	2.0	1.0	5.0	70.0	43.0	15.0	7.0	99.0	250.0	5.0	14.0	18.0	237.0							1365.0
5833	survolter																			1.0										1.0												4.0	1.0	16.0	11.0	27.0							61.0
5834	surélever												2.0			1.0				50.0							1.0	13.0								1.0	1.0	3.0	1.0	3.0	1.0	5.0	9.0	46.0	12.0	63.0							212.0
5835	suréquiper																			1.0																								4.0	3.0	2.0							10.0
5836	surévaluer																			5.0																			2.0	3.0		3.0	9.0	14.0	14.0	54.0							104.0
5837	susciter						10.0	1.0		1.0		5.0	20.0	1.0	4.0	2.0	1.0	5.0	40.0	266.0							1.0		9.0	26.0					2.0	11.0	1.0	6.0	14.0	2.0	45.0	215.0	12.0	16.0	11.0	189.0							916.0
5838	suspecter		4.0			1.0	4.0		3.0			28.0	55.0	24.0	103.0	54.0	21.0	26.0	161.0	422.0							2.0	15.0	8.0	13.0		14.0	6.0	1.0	5.0	39.0	56.0	328.0	182.0	74.0	146.0	471.0	25.0	207.0	139.0	1115.0			1.0		1.0	1.0	3755.0
5839	suspendre						6.0	6.0	24.0	3.0	3.0	8.0	22.0	3.0	5.0	8.0	2.0	5.0	11.0	936.0						2.0	13.0	116.0	47.0	17.0	1.0	7.0			1.0	13.0	20.0	106.0	34.0	30.0	45.0	208.0	132.0	878.0	321.0	1906.0		8.0		2.0		19.0	4968.0
5840	sustenter												2.0							46.0									1.0								1.0	2.0	1.0	1.0	1.0	4.0		1.0		3.0							63.0
5841	susurrer						2.0		1.0				4.0				1.0	2.0	6.0	21.0								1.0	5.0	7.0								4.0	1.0	3.0	4.0	14.0	2.0	1.0		13.0							92.0
5842	suturer							2.0	2.0	1.0		1.0	1.0		5.0				2.0	182.0							6.0	19.0	7.0	6.0		1.0						27.0	7.0	4.0	1.0	30.0	3.0	14.0	5.0	59.0				5.0			390.0
5843	suçoter								1.0								1.0			7.0																				1.0						1.0							11.0
5844	swinguer												1.0		1.0		1.0	2.0	8.0	100.0							1.0	11.0	17.0	2.0						1.0		5.0	6.0	6.0	8.0	98.0		1.0		3.0							272.0
5845	syllaber																																									2.0								1.0			3.0
5846	symboliser					1.0			1.0	1.0			14.0		1.0	1.0		17.0	45.0	94.0								1.0	13.0	43.0						6.0	2.0	5.0	6.0	2.0	121.0	493.0	1.0	12.0	2.0	15.0							897.0
5847	sympathiser						2.0		1.0	2.0			3.0		5.0	2.0		1.0	9.0	174.0							3.0	4.0	11.0	9.0		1.0	1.0		1.0	1.0	3.0	46.0	17.0	12.0	20.0	57.0			3.0	195.0							583.0
5848	synchroniser									1.0		2.0	7.0		2.0			2.0	3.0	150.0							22.0	40.0	15.0	9.0							3.0	11.0	1.0	5.0	23.0	64.0	64.0	120.0	136.0	248.0						1.0	929.0
5849	syncoper																			2.0																		1.0				2.0		1.0	2.0	1.0							9.0
5850	syndicaliser																			7.0								1.0												2.0		1.0				1.0							12.0
5851	syndiquer								2.0									1.0	1.0	69.0								8.0		3.0					1.0				1.0	1.0	1.0	3.0	5.0	15.0	34.0	62.0							207.0
5852	synthétiser							1.0	1.0	1.0			3.0		3.0				3.0	209.0							2.0	4.0	2.0	1.0								3.0		2.0	9.0	33.0	11.0	29.0	16.0	110.0							443.0
5853	syntoniser																			2.0										1.0								1.0				1.0			2.0								7.0
5854	systématiser						1.0													3.0							1.0															2.0				1.0							8.0
5855	sécher					2.0	6.0		20.0	2.0	6.0	16.0	35.0	1.0	53.0	13.0	19.0	19.0	105.0	1785.0							9.0	103.0	136.0	40.0		4.0		5.0		8.0	7.0	217.0	57.0	184.0	154.0	559.0	162.0	324.0	123.0	1324.0						96.0	5594.0
5856	sécréter									1.0					2.0			1.0	7.0	28.0									2.0	6.0							1.0	5.0		11.0	35.0	83.0	7.0	15.0	5.0	13.0							222.0
5857	séculariser																																										1.0	1.0		5.0							7.0
5858	sécuriser						1.0	9.0	3.0	2.0		4.0	18.0	3.0	8.0	6.0		3.0	7.0	901.0							14.0	536.0	116.0	22.0		1.0		1.0		2.0	15.0	30.0	23.0	17.0	41.0	155.0	220.0	1477.0	281.0	2486.0							6402.0
5859	sédentariser																			5.0										1.0										1.0		2.0				2.0							11.0
5860	sédimenter																																								1.0					2.0							3.0
5861	séduire					1.0	6.0		16.0	4.0	14.0	7.0	40.0		5.0	5.0	6.0	5.0	36.0	2256.0							3.0	31.0	87.0	179.0		9.0		2.0		23.0	1.0	46.0	41.0	66.0	57.0	335.0	23.0	363.0	50.0	829.0		20.0		11.0	1.0	28.0	4606.0
5862	ségréguer																			1.0																								5.0		3.0							9.0
5863	séjourner		1.0			1.0	4.0	5.0	7.0	23.0	4.0	4.0	7.0	2.0	8.0	8.0	3.0	11.0	89.0	202.0								9.0	4.0	14.0			3.0			3.0	5.0	41.0	40.0	25.0	43.0	157.0		1.0		288.0							1012.0
5864	sélecter																											1.0																									1.0
5865	sélectionner					1.0	3.0	4.0	9.0	3.0	1.0	2.0	11.0		4.0	3.0		4.0	5.0	273.0							4.0	50.0	26.0	16.0		3.0				4.0	9.0	30.0	26.0	14.0	19.0	90.0	60.0	108.0	163.0	463.0							1408.0
5866	séparer	6.0	2.0			27.0	45.0	65.0	54.0	35.0	12.0	56.0	319.0	58.0	17.0	36.0	8.0	79.0	232.0	6146.0							609.0	732.0	144.0	209.0	6.0	29.0	3.0	5.0	27.0	65.0	174.0	180.0	169.0	60.0	970.0	3436.0	447.0	658.0	4162.0	1686.0				1.0			20969.0
5867	séquencer												1.0							44.0									3.0											1.0	1.0	26.0	1.0	3.0	3.0	35.0				2.0			120.0
5868	séquestrer					1.0	3.0		2.0			1.0	1.0		1.0			1.0	15.0	70.0								1.0	3.0	5.0						2.0	1.0	3.0	4.0	3.0	10.0	56.0	18.0	92.0	31.0	111.0							435.0
5869	sérialiser																																										1.0			2.0							3.0
5870	sérier																												2.0								1.0		5.0			74.0				6.0				15.0			103.0
5871	sévir						1.0	2.0	6.0	1.0	1.0	2.0	14.0		1.0			8.0	40.0	166.0								2.0		7.0						4.0		6.0	3.0	4.0	56.0	212.0			2.0	76.0		5.0		2.0		7.0	628.0
5872	tabasser					1.0		3.0	22.0		1.0	7.0	17.0		17.0	11.0	11.0	27.0	108.0	1720.0							10.0	36.0	65.0	33.0		15.0	2.0		1.0	10.0	1.0	91.0	29.0	68.0	106.0	229.0	7.0	137.0	84.0	1200.0		1.0				2.0	4072.0
5873	tabler									1.0					6.0		1.0			16.0							5.0		7.0	6.0							3.0	2.0	5.0	5.0	3.0	147.0			1.0	2.0				16.0			226.0
5874	tabouiser																			1.0																																	1.0
5875	tabuler						25.0	1.0																																													26.0
5876	tacher				1.0		1.0	1.0	17.0			3.0	13.0		2.0	1.0	1.0		2.0	156.0							15.0	70.0	24.0	3.0		4.0				4.0		4.0	8.0	12.0	19.0	109.0	68.0	195.0	103.0	381.0				4.0			1221.0
5877	tacheter																	1.0		1.0																						1.0	16.0	43.0	23.0	74.0							159.0
5878	tacler						1.0						1.0						1.0	56.0								4.0	7.0	2.0						1.0			1.0	1.0	3.0		1.0	5.0		34.0							118.0
5879	taguer								3.0		1.0		1.0		3.0	1.0	3.0	6.0	10.0	86.0							1.0	1.0	6.0	2.0		1.0						3.0	1.0	4.0	10.0	17.0	6.0	22.0	6.0	128.0							322.0
5880	taillader								4.0		1.0		3.0		5.0	1.0	1.0	2.0	6.0	150.0							2.0	11.0	11.0	10.0		2.0				1.0		17.0	1.0	7.0	5.0	22.0	8.0	60.0	21.0	164.0							515.0
5881	tailler		1.0			1.0	7.0	2.0	26.0	4.0	6.0	14.0	14.0		17.0	3.0	12.0	14.0	73.0	1038.0							15.0	38.0	47.0	39.0	1.0	12.0		5.0	2.0	9.0	2.0	273.0	23.0	68.0	50.0	606.0	52.0	150.0	110.0	685.0				5.0		3.0	3427.0
5882	taire		2.0		3.0	10.0	329.0	16.0	262.0	21.0	32.0	32.0	88.0	5.0	33.0	51.0	29.0	22.0	74.0	8156.0						20.0	28.0	5056.0	16665.0	61.0		79.0	1.0	13.0	3.0	25.0	15.0	651.0	351.0	482.0	247.0	1476.0			78.0	580.0		143.0		93.0		423.0	35655.0
